Record Length,20480
Sample Interval,CH1:0.0000200000016
Vertical Units,CH1:V,,
Vertical Scale,CH1:5.00,,
Vertical Offset,CH1:0.20000,,
Horizontal Units,s,,
Horizontal Scale,0.0250000000,,
Model Number,SDS1102CN,,
Serial Number,NEU00004121018,,
Software Version,3.01.01.31R17,,

Source,CH1
Second,Volt
-0.12664000781,0.00,
-0.12662000781,-0.20000,
-0.12660000000,0.00,
-0.12658000000,0.00,
-0.12656000000,0.00,
-0.12654000781,0.20000,
-0.12652000781,0.00,
-0.12650000781,0.00,
-0.12648000000,0.00,
-0.12646000000,0.00,
-0.12644000000,0.00,
-0.12642000781,0.00,
-0.12640000781,0.00,
-0.12638000000,0.00,
-0.12636000000,0.00,
-0.12634000000,0.00,
-0.12632000781,0.00,
-0.12630000781,0.00,
-0.12628000781,0.00,
-0.12626000000,0.20000,
-0.12624000000,0.00,
-0.12622000000,0.00,
-0.12620000781,0.00,
-0.12618000781,-0.20000,
-0.12616000781,0.00,
-0.12614000000,0.00,
-0.12612000000,0.00,
-0.12610000000,0.00,
-0.12608000781,0.00,
-0.12606000781,0.00,
-0.12604000000,0.00,
-0.12602000000,0.00,
-0.12600000000,0.00,
-0.12598000781,0.00,
-0.12596000781,0.00,
-0.12593999219,0.00,
-0.12592000000,0.20000,
-0.12590000000,0.00,
-0.12588000000,0.00,
-0.12586000781,0.00,
-0.12584000781,0.00,
-0.12581999219,0.00,
-0.12580000000,0.00,
-0.12578000000,0.00,
-0.12576000781,0.00,
-0.12574000781,0.00,
-0.12572000781,0.00,
-0.12570000000,0.00,
-0.12568000000,0.00,
-0.12566000000,-0.20000,
-0.12564000781,0.00,
-0.12562000781,0.00,
-0.12559999219,0.00,
-0.12558000000,0.00,
-0.12556000000,0.00,
-0.12554000000,0.00,
-0.12552000781,0.00,
-0.12550000781,-0.20000,
-0.12548000000,0.00,
-0.12546000000,0.00,
-0.12544000000,0.00,
-0.12542000781,0.00,
-0.12540000781,0.00,
-0.12538000781,0.00,
-0.12536000000,0.00,
-0.12534000000,-0.20000,
-0.12532000000,0.00,
-0.12530000781,0.00,
-0.12528000781,0.00,
-0.12525999219,-0.20000,
-0.12524000000,0.00,
-0.12522000000,0.00,
-0.12520000000,0.00,
-0.12518000781,0.00,
-0.12516000781,0.00,
-0.12514000000,0.00,
-0.12512000000,-0.20000,
-0.12510000000,0.00,
-0.12508000781,0.00,
-0.12506000781,0.00,
-0.12503999219,0.00,
-0.12502000000,0.00,
-0.12500000000,0.00,
-0.12498000000,0.00,
-0.12496000000,0.00,
-0.12494000000,0.00,
-0.12492000000,0.00,
-0.12490000000,0.00,
-0.12488000000,0.00,
-0.12486000000,0.00,
-0.12484000000,0.00,
-0.12482000000,0.00,
-0.12480000000,0.00,
-0.12478000000,0.00,
-0.12476000000,0.00,
-0.12474000000,0.00,
-0.12472000000,0.00,
-0.12470000000,0.00,
-0.12468000000,0.00,
-0.12466000000,0.00,
-0.12464000000,-0.20000,
-0.12462000000,0.00,
-0.12460000000,0.00,
-0.12458000000,-0.20000,
-0.12456000000,0.00,
-0.12454000000,0.00,
-0.12452000000,0.00,
-0.12450000000,0.00,
-0.12448000000,0.00,
-0.12446000000,0.00,
-0.12444000000,0.00,
-0.12442000000,0.00,
-0.12440000000,0.00,
-0.12438000000,0.00,
-0.12436000000,0.00,
-0.12434000000,0.00,
-0.12432000000,0.00,
-0.12430000000,-0.20000,
-0.12428000000,0.00,
-0.12426000000,0.00,
-0.12424000000,0.00,
-0.12422000000,0.00,
-0.12420000000,-0.20000,
-0.12418000000,0.00,
-0.12416000000,0.00,
-0.12414000000,0.00,
-0.12412000000,0.00,
-0.12410000000,0.00,
-0.12408000000,0.00,
-0.12406000000,0.00,
-0.12404000000,0.00,
-0.12402000000,0.00,
-0.12400000000,-0.20000,
-0.12398001250,0.00,
-0.12396000000,0.00,
-0.12394000000,0.00,
-0.12392001250,0.00,
-0.12390000000,0.00,
-0.12388001250,-0.20000,
-0.12386001250,0.00,
-0.12384000000,0.00,
-0.12382001250,0.00,
-0.12380000000,0.00,
-0.12378000000,-0.20000,
-0.12376001250,0.00,
-0.12374000000,0.00,
-0.12372000000,0.00,
-0.12370001250,0.00,
-0.12368000000,0.00,
-0.12366000000,0.00,
-0.12364001250,0.00,
-0.12362000000,0.00,
-0.12360000000,0.00,
-0.12358001250,0.00,
-0.12356000000,0.00,
-0.12354001250,0.00,
-0.12352000000,0.00,
-0.12350000000,0.00,
-0.12348001250,0.00,
-0.12346000000,0.00,
-0.12344000000,0.00,
-0.12342001250,0.00,
-0.12340000000,0.00,
-0.12338000000,0.00,
-0.12336001250,0.00,
-0.12334000000,0.00,
-0.12332000000,0.00,
-0.12330001250,0.00,
-0.12328000000,0.00,
-0.12326001250,0.00,
-0.12324001250,0.20000,
-0.12322000000,0.00,
-0.12320001250,0.00,
-0.12318000000,0.00,
-0.12316000000,0.00,
-0.12314001250,0.00,
-0.12312000000,0.00,
-0.12310000000,0.00,
-0.12308001250,0.00,
-0.12306000000,0.00,
-0.12304000000,-0.20000,
-0.12302001250,0.00,
-0.12300000000,0.00,
-0.12298000000,0.00,
-0.12296000000,0.00,
-0.12294000000,0.00,
-0.12292001250,0.00,
-0.12290000000,0.00,
-0.12288000000,0.00,
-0.12286001250,0.00,
-0.12284000000,0.00,
-0.12282000000,0.00,
-0.12280000000,0.00,
-0.12278000000,0.00,
-0.12276000000,0.00,
-0.12274000000,-0.20000,
-0.12272000000,0.00,
-0.12270000000,0.00,
-0.12268000000,0.00,
-0.12266000000,-0.20000,
-0.12264000000,0.00,
-0.12262000000,0.00,
-0.12260000000,0.00,
-0.12258001250,0.00,
-0.12256000000,0.00,
-0.12254000000,0.00,
-0.12252000000,-0.20000,
-0.12250000000,0.00,
-0.12248000000,0.00,
-0.12246000000,0.00,
-0.12244000000,0.00,
-0.12242000000,0.00,
-0.12240000000,0.00,
-0.12238000000,0.00,
-0.12236000000,0.00,
-0.12234000000,0.00,
-0.12232000000,0.00,
-0.12230001250,0.00,
-0.12228000000,0.00,
-0.12226000000,0.00,
-0.12224001250,0.00,
-0.12222000000,0.00,
-0.12220000000,-0.20000,
-0.12218000000,0.00,
-0.12216000000,0.00,
-0.12214000000,0.00,
-0.12212000000,0.00,
-0.12210000000,0.00,
-0.12208000000,0.00,
-0.12206000000,0.00,
-0.12204000000,0.00,
-0.12202000000,-0.20000,
-0.12200001250,0.00,
-0.12198001250,-0.20000,
-0.12196001250,0.00,
-0.12194001250,0.00,
-0.12192001250,0.00,
-0.12190001250,0.20000,
-0.12188001250,0.00,
-0.12186001250,0.00,
-0.12184001250,-0.20000,
-0.12182001250,0.00,
-0.12180000000,0.00,
-0.12178001250,0.00,
-0.12176001250,0.00,
-0.12174000000,0.00,
-0.12172001250,0.00,
-0.12170001250,0.00,
-0.12168001250,-0.20000,
-0.12166001250,0.00,
-0.12164001250,0.00,
-0.12162001250,0.00,
-0.12160001250,0.00,
-0.12158001250,0.00,
-0.12156001250,0.00,
-0.12154001250,0.00,
-0.12152000000,0.00,
-0.12150001250,0.00,
-0.12148001250,0.00,
-0.12146000000,0.00,
-0.12144001250,0.00,
-0.12142001250,0.00,
-0.12140000000,0.00,
-0.12138001250,0.00,
-0.12136001250,0.00,
-0.12134001250,0.00,
-0.12132001250,0.00,
-0.12130001250,0.00,
-0.12128001250,0.00,
-0.12126001250,0.00,
-0.12124001250,0.00,
-0.12122001250,0.00,
-0.12120001250,0.00,
-0.12118000000,0.00,
-0.12116001250,0.00,
-0.12114001250,0.00,
-0.12112000000,0.00,
-0.12110001250,0.00,
-0.12108001250,0.00,
-0.12106001250,0.00,
-0.12104001250,0.00,
-0.12102001250,0.00,
-0.12100001250,0.00,
-0.12098001250,0.00,
-0.12096000000,0.00,
-0.12094001250,0.00,
-0.12092001250,0.00,
-0.12090000000,0.00,
-0.12088001250,0.00,
-0.12086001250,0.00,
-0.12084000000,0.00,
-0.12082001250,0.00,
-0.12080000000,0.00,
-0.12078000000,0.00,
-0.12076001250,0.00,
-0.12074000000,0.00,
-0.12072001250,0.00,
-0.12070001250,0.00,
-0.12068000000,0.00,
-0.12066001250,0.00,
-0.12064001250,0.00,
-0.12062000000,0.00,
-0.12060001250,0.00,
-0.12058001250,0.00,
-0.12056000000,0.00,
-0.12054001250,0.00,
-0.12052000000,0.00,
-0.12050000000,0.00,
-0.12048001250,0.00,
-0.12046000000,0.00,
-0.12044001250,0.00,
-0.12042001250,0.00,
-0.12040000000,-0.20000,
-0.12038001250,-0.20000,
-0.12036001250,0.00,
-0.12034000000,-0.20000,
-0.12032001250,0.00,
-0.12030001250,0.00,
-0.12028000000,0.00,
-0.12026001250,0.00,
-0.12024001250,0.00,
-0.12022000000,0.00,
-0.12020001250,0.00,
-0.12018000000,0.00,
-0.12016000000,0.00,
-0.12014001250,0.00,
-0.12012000000,0.00,
-0.12010001250,0.00,
-0.12008001250,0.00,
-0.12006000000,0.00,
-0.12004001250,0.20000,
-0.12002001250,0.00,
-0.12000000000,-0.20000,
-0.11998001250,-0.20000,
-0.11996000000,0.00,
-0.11994000000,0.00,
-0.11992001250,0.00,
-0.11990000000,0.00,
-0.11988000000,0.00,
-0.11986001250,-0.20000,
-0.11984000000,0.00,
-0.11982000000,0.00,
-0.11980000000,0.00,
-0.11978000000,0.00,
-0.11976001250,0.00,
-0.11974000000,0.00,
-0.11972000000,0.00,
-0.11970001250,0.00,
-0.11968000000,0.00,
-0.11966000000,0.00,
-0.11964001250,0.00,
-0.11962000000,-0.20000,
-0.11960000000,0.00,
-0.11958001250,0.00,
-0.11956000000,0.00,
-0.11954000000,0.00,
-0.11952000000,0.00,
-0.11950000000,0.00,
-0.11948001250,0.00,
-0.11946000000,0.00,
-0.11944000000,0.00,
-0.11942001250,0.00,
-0.11940000000,-0.20000,
-0.11938000000,0.00,
-0.11936001250,0.00,
-0.11934000000,0.00,
-0.11932000000,0.20000,
-0.11930001250,0.00,
-0.11928000000,-0.20000,
-0.11926000000,0.00,
-0.11924001250,0.00,
-0.11922000000,0.00,
-0.11920000000,0.00,
-0.11918000000,0.00,
-0.11916000000,0.00,
-0.11914001250,0.00,
-0.11912000000,0.00,
-0.11910000000,0.00,
-0.11908001250,0.00,
-0.11906000000,0.00,
-0.11904000000,0.00,
-0.11902001250,-0.20000,
-0.11900000000,0.00,
-0.11898000000,0.00,
-0.11896000000,0.00,
-0.11894000000,0.00,
-0.11892000000,-0.20000,
-0.11890000000,-0.20000,
-0.11888000000,0.00,
-0.11886001250,-0.20000,
-0.11884000000,-0.20000,
-0.11882000000,0.00,
-0.11880000000,-0.20000,
-0.11878000000,0.00,
-0.11876000000,0.00,
-0.11874000000,0.00,
-0.11872000000,-0.20000,
-0.11870000000,0.00,
-0.11868000000,0.00,
-0.11866000000,0.00,
-0.11864000000,0.00,
-0.11862000000,0.00,
-0.11860000000,0.00,
-0.11858000000,-0.20000,
-0.11856000000,0.00,
-0.11854000000,0.00,
-0.11852000000,0.00,
-0.11850000000,0.00,
-0.11848000000,0.00,
-0.11846000000,0.00,
-0.11844000000,0.00,
-0.11842000000,0.00,
-0.11840000000,-0.20000,
-0.11838000000,0.00,
-0.11836000000,0.00,
-0.11834000000,0.00,
-0.11832000000,0.00,
-0.11830000000,0.00,
-0.11828000000,0.00,
-0.11826000000,0.00,
-0.11824001250,0.00,
-0.11822000000,0.00,
-0.11820000000,-0.20000,
-0.11818000000,0.00,
-0.11816000000,0.00,
-0.11814000000,0.00,
-0.11812000000,0.00,
-0.11810000000,0.00,
-0.11808000000,0.00,
-0.11806000000,0.00,
-0.11804000000,0.00,
-0.11802000000,0.00,
-0.11800001250,0.00,
-0.11798001250,-0.20000,
-0.11796000000,0.00,
-0.11794001250,0.00,
-0.11792001250,0.00,
-0.11790001250,0.00,
-0.11788001250,0.00,
-0.11786001250,0.00,
-0.11784001250,-0.20000,
-0.11782001250,0.00,
-0.11780000000,0.00,
-0.11778001250,0.00,
-0.11776001250,-0.20000,
-0.11774000000,0.00,
-0.11772001250,0.00,
-0.11770001250,0.00,
-0.11768000000,0.00,
-0.11766001250,0.00,
-0.11764001250,0.00,
-0.11762000000,0.00,
-0.11760001250,0.00,
-0.11758001250,0.00,
-0.11756001250,0.00,
-0.11754001250,0.00,
-0.11752000000,0.00,
-0.11750001250,0.00,
-0.11748001250,0.00,
-0.11746000000,0.00,
-0.11744001250,0.00,
-0.11742001250,0.00,
-0.11740000000,0.00,
-0.11738001250,0.00,
-0.11736001250,0.00,
-0.11734000000,0.00,
-0.11732001250,0.00,
-0.11730001250,0.00,
-0.11728001250,0.00,
-0.11726001250,0.00,
-0.11724001250,0.00,
-0.11722001250,0.00,
-0.11720001250,0.00,
-0.11718000000,0.00,
-0.11716001250,-0.20000,
-0.11714001250,0.00,
-0.11712000000,0.00,
-0.11710001250,0.00,
-0.11708001250,0.00,
-0.11706000000,0.00,
-0.11704001250,-0.20000,
-0.11702001250,-0.20000,
-0.11700000000,0.00,
-0.11698001250,0.00,
-0.11696000000,-0.20000,
-0.11694001250,0.00,
-0.11692001250,0.00,
-0.11690000000,-0.20000,
-0.11688001250,0.00,
-0.11686001250,0.00,
-0.11684000000,0.00,
-0.11682001250,0.00,
-0.11680000000,0.00,
-0.11678000000,0.00,
-0.11676001250,0.00,
-0.11674000000,0.00,
-0.11672000000,0.00,
-0.11670001250,-0.20000,
-0.11668000000,0.00,
-0.11666001250,0.00,
-0.11664001250,0.00,
-0.11662000000,0.00,
-0.11660001250,0.00,
-0.11658001250,0.00,
-0.11656000000,0.00,
-0.11654001250,0.00,
-0.11652000000,0.00,
-0.11650000000,0.00,
-0.11648001250,0.00,
-0.11646000000,0.00,
-0.11644000000,0.00,
-0.11642001250,0.00,
-0.11640000000,0.00,
-0.11638000000,0.00,
-0.11636001250,0.00,
-0.11634000000,0.00,
-0.11632001250,0.00,
-0.11630001250,-0.20000,
-0.11628000000,0.00,
-0.11626001250,0.00,
-0.11624001250,0.00,
-0.11622000000,0.20000,
-0.11620001250,0.00,
-0.11618000000,-0.20000,
-0.11616000000,0.00,
-0.11614001250,0.00,
-0.11612000000,0.00,
-0.11610000000,0.00,
-0.11608001250,0.00,
-0.11606000000,0.00,
-0.11604001250,-0.20000,
-0.11602001250,0.00,
-0.11600000000,0.00,
-0.11598001250,0.00,
-0.11596000000,0.00,
-0.11594000000,0.20000,
-0.11592001250,0.20000,
-0.11590000000,0.00,
-0.11588000000,-0.20000,
-0.11586001250,0.00,
-0.11584000000,0.00,
-0.11582000000,0.00,
-0.11580000000,0.00,
-0.11578000000,0.00,
-0.11576000000,0.00,
-0.11574000000,0.00,
-0.11572000000,0.00,
-0.11570001250,0.00,
-0.11568000000,0.00,
-0.11566000000,0.00,
-0.11564001250,0.00,
-0.11562000000,-0.20000,
-0.11560000000,-0.20000,
-0.11558001250,0.00,
-0.11556000000,0.00,
-0.11554000000,0.00,
-0.11552000000,0.00,
-0.11550000000,0.00,
-0.11548000000,0.00,
-0.11546000000,0.00,
-0.11544000000,0.00,
-0.11542000000,0.00,
-0.11540000000,0.00,
-0.11538000000,0.00,
-0.11536001250,0.00,
-0.11534000000,0.00,
-0.11532000000,-0.20000,
-0.11530001250,0.00,
-0.11528000000,-0.20000,
-0.11526000000,0.00,
-0.11524001250,0.00,
-0.11522000000,0.00,
-0.11520000000,0.00,
-0.11518000000,-0.20000,
-0.11516000000,0.00,
-0.11514000000,-0.20000,
-0.11512000000,0.00,
-0.11510000000,0.00,
-0.11508001250,0.00,
-0.11506000000,0.00,
-0.11504000000,0.00,
-0.11502001250,0.00,
-0.11500000000,0.00,
-0.11498000000,-0.20000,
-0.11496000000,0.00,
-0.11494000000,0.00,
-0.11492000000,0.00,
-0.11490000000,0.00,
-0.11488000000,0.20000,
-0.11486000000,0.00,
-0.11484000000,-0.20000,
-0.11482000000,0.00,
-0.11480000000,0.00,
-0.11478000000,-0.20000,
-0.11476000000,0.00,
-0.11474000000,-0.20000,
-0.11472000000,0.00,
-0.11470000000,0.20000,
-0.11468000000,0.00,
-0.11466000000,0.00,
-0.11464000000,0.00,
-0.11462000000,0.00,
-0.11460000000,0.00,
-0.11458000000,0.00,
-0.11456000000,0.00,
-0.11454000000,0.00,
-0.11452000000,-0.20000,
-0.11450000000,0.00,
-0.11448000000,0.00,
-0.11446000000,0.00,
-0.11444000000,0.00,
-0.11442000000,0.00,
-0.11440000000,0.00,
-0.11438000000,0.20000,
-0.11436000000,0.00,
-0.11434000000,0.00,
-0.11432000000,0.00,
-0.11430000000,-0.20000,
-0.11428000000,-0.20000,
-0.11426000000,0.00,
-0.11424000000,0.00,
-0.11422000000,0.00,
-0.11420000000,0.00,
-0.11418000000,0.00,
-0.11416000000,0.00,
-0.11414000000,0.00,
-0.11412000000,0.00,
-0.11410000000,-0.20000,
-0.11408000000,0.00,
-0.11406000000,0.00,
-0.11404000000,0.00,
-0.11402000000,0.00,
-0.11400001250,0.00,
-0.11398001250,-0.20000,
-0.11396000000,0.00,
-0.11394001250,0.00,
-0.11392001250,0.00,
-0.11390000000,0.00,
-0.11388001250,0.00,
-0.11386001250,0.00,
-0.11384001250,0.00,
-0.11382001250,0.00,
-0.11380000000,0.00,
-0.11378001250,0.00,
-0.11376001250,0.00,
-0.11374000000,0.20000,
-0.11372001250,0.00,
-0.11370001250,0.00,
-0.11368000000,0.00,
-0.11366001250,0.00,
-0.11364001250,0.00,
-0.11362000000,0.00,
-0.11360001250,0.00,
-0.11358001250,0.00,
-0.11356000000,0.00,
-0.11354001250,0.00,
-0.11352000000,0.00,
-0.11350001250,0.00,
-0.11348001250,0.00,
-0.11346000000,0.00,
-0.11344001250,0.00,
-0.11342001250,0.00,
-0.11340000000,0.00,
-0.11338001250,0.00,
-0.11336001250,-0.20000,
-0.11334000000,0.00,
-0.11332001250,0.00,
-0.11330001250,0.00,
-0.11328000000,0.00,
-0.11326001250,0.00,
-0.11324001250,0.00,
-0.11322000000,0.00,
-0.11320001250,-0.20000,
-0.11318000000,0.00,
-0.11316001250,0.00,
-0.11314001250,0.00,
-0.11312000000,0.00,
-0.11310001250,0.00,
-0.11308001250,0.00,
-0.11306000000,0.00,
-0.11304001250,0.00,
-0.11302001250,-0.20000,
-0.11300000000,-0.20000,
-0.11298001250,0.00,
-0.11296000000,0.00,
-0.11294000000,0.00,
-0.11292001250,0.00,
-0.11290000000,0.00,
-0.11288001250,0.00,
-0.11286001250,-0.20000,
-0.11284000000,0.00,
-0.11282001250,0.00,
-0.11280000000,0.00,
-0.11278000000,0.00,
-0.11276001250,0.00,
-0.11274000000,0.00,
-0.11272000000,0.00,
-0.11270001250,0.00,
-0.11268000000,0.00,
-0.11266000000,0.00,
-0.11264001250,0.00,
-0.11262000000,0.00,
-0.11260000000,0.00,
-0.11258001250,0.00,
-0.11256000000,0.00,
-0.11254001250,0.00,
-0.11252000000,0.00,
-0.11250000000,0.00,
-0.11248001250,-0.20000,
-0.11246000000,0.00,
-0.11244000000,0.00,
-0.11242001250,0.00,
-0.11240000000,0.00,
-0.11238000000,0.00,
-0.11236001250,0.00,
-0.11234000000,-0.20000,
-0.11232000000,0.00,
-0.11230001250,0.00,
-0.11228000000,-0.20000,
-0.11226001250,0.00,
-0.11224001250,0.00,
-0.11222000000,0.00,
-0.11220001250,0.00,
-0.11218000000,0.00,
-0.11216000000,0.00,
-0.11214001250,0.00,
-0.11212000000,0.00,
-0.11210000000,0.00,
-0.11208001250,0.00,
-0.11206000000,0.00,
-0.11204000000,0.00,
-0.11202001250,0.00,
-0.11200000000,0.00,
-0.11198000000,0.00,
-0.11196000000,0.00,
-0.11194000000,0.00,
-0.11192001250,0.00,
-0.11190000000,0.00,
-0.11188000000,0.00,
-0.11186001250,0.00,
-0.11184000000,0.00,
-0.11182000000,0.00,
-0.11180000000,0.00,
-0.11178000000,0.00,
-0.11176000000,0.00,
-0.11174000000,0.00,
-0.11172000000,0.00,
-0.11170000000,0.00,
-0.11168000000,0.00,
-0.11166000000,0.00,
-0.11164001250,0.00,
-0.11162000000,0.00,
-0.11160000000,0.00,
-0.11158001250,0.00,
-0.11156000000,0.00,
-0.11154000000,0.00,
-0.11152000000,0.00,
-0.11150000000,0.00,
-0.11148000000,0.00,
-0.11146000000,0.00,
-0.11144000000,0.20000,
-0.11142000000,0.00,
-0.11140000000,0.00,
-0.11138000000,0.00,
-0.11136000000,0.00,
-0.11134000000,-0.20000,
-0.11132000000,-0.20000,
-0.11130001250,0.00,
-0.11128000000,0.00,
-0.11126000000,0.00,
-0.11124001250,-0.20000,
-0.11122000000,0.00,
-0.11120000000,-0.20000,
-0.11118000000,0.00,
-0.11116000000,0.00,
-0.11114000000,0.00,
-0.11112000000,0.00,
-0.11110000000,0.00,
-0.11108000000,0.00,
-0.11106000000,0.00,
-0.11104000000,0.00,
-0.11102000000,0.00,
-0.11100001250,0.00,
-0.11098001250,0.00,
-0.11096001250,0.00,
-0.11094001250,0.00,
-0.11092001250,0.00,
-0.11090001250,-0.20000,
-0.11088001250,0.00,
-0.11086001250,0.00,
-0.11084001250,0.00,
-0.11082001250,0.00,
-0.11080000000,0.00,
-0.11078001250,0.00,
-0.11076001250,0.00,
-0.11074000000,-0.20000,
-0.11072001250,0.00,
-0.11070001250,0.00,
-0.11068001250,0.00,
-0.11066001250,-0.20000,
-0.11064001250,0.00,
-0.11062001250,0.00,
-0.11060001250,0.00,
-0.11058001250,0.00,
-0.11056001250,0.00,
-0.11054001250,0.00,
-0.11052000000,0.00,
-0.11050001250,0.00,
-0.11048001250,0.00,
-0.11046000000,0.00,
-0.11044001250,0.00,
-0.11042001250,0.00,
-0.11040000000,0.00,
-0.11038001250,0.00,
-0.11036001250,0.00,
-0.11034001250,0.00,
-0.11032001250,0.00,
-0.11030001250,0.00,
-0.11028001250,-0.20000,
-0.11026001250,-0.20000,
-0.11024001250,0.00,
-0.11022001250,0.00,
-0.11020001250,0.00,
-0.11018000000,0.20000,
-0.11016001250,0.00,
-0.11014001250,0.00,
-0.11012000000,0.00,
-0.11010001250,0.00,
-0.11008001250,0.00,
-0.11006001250,0.00,
-0.11004001250,0.00,
-0.11002001250,0.00,
-0.11000001250,-0.20000,
-0.10998001250,0.00,
-0.10996000000,0.00,
-0.10994001250,0.00,
-0.10992001250,0.00,
-0.10990000000,0.00,
-0.10988001250,0.00,
-0.10986001250,0.00,
-0.10984000000,-0.20000,
-0.10982001250,0.00,
-0.10980000000,0.00,
-0.10978000000,0.00,
-0.10976001250,-0.20000,
-0.10974000000,0.00,
-0.10972001250,-0.20000,
-0.10970001250,0.00,
-0.10968000000,0.00,
-0.10966001250,0.00,
-0.10964001250,0.00,
-0.10962000000,0.00,
-0.10960001250,0.00,
-0.10958001250,0.00,
-0.10956000000,-0.20000,
-0.10954001250,0.00,
-0.10952000000,0.00,
-0.10950000000,0.00,
-0.10948001250,0.00,
-0.10946000000,0.00,
-0.10944001250,0.00,
-0.10942001250,0.00,
-0.10940000000,-0.20000,
-0.10938001250,0.00,
-0.10936001250,0.00,
-0.10934000000,0.00,
-0.10932001250,0.20000,
-0.10930001250,0.00,
-0.10928000000,0.00,
-0.10926001250,0.00,
-0.10924001250,0.00,
-0.10922000000,0.00,
-0.10920001250,0.00,
-0.10918000000,0.00,
-0.10916000000,-0.20000,
-0.10914001250,0.00,
-0.10912000000,0.00,
-0.10910001250,0.00,
-0.10908001250,0.00,
-0.10906000000,0.00,
-0.10904001250,0.00,
-0.10902001250,0.00,
-0.10900000000,0.00,
-0.10898001250,0.00,
-0.10896000000,0.00,
-0.10894000000,0.00,
-0.10892001250,0.00,
-0.10890000000,0.00,
-0.10888000000,0.00,
-0.10886001250,0.00,
-0.10884000000,0.00,
-0.10882001250,0.00,
-0.10880000000,0.00,
-0.10878000000,0.00,
-0.10876001250,0.00,
-0.10874000000,0.00,
-0.10872000000,-0.20000,
-0.10870001250,0.00,
-0.10868000000,0.00,
-0.10866000000,0.00,
-0.10864001250,0.00,
-0.10862000000,0.00,
-0.10860000000,0.00,
-0.10858001250,0.00,
-0.10856000000,0.00,
-0.10854000000,0.00,
-0.10852000000,0.00,
-0.10850000000,0.00,
-0.10848001250,-0.20000,
-0.10846000000,0.00,
-0.10844000000,0.00,
-0.10842001250,0.00,
-0.10840000000,0.00,
-0.10838000000,-0.20000,
-0.10836001250,0.00,
-0.10834000000,0.00,
-0.10832000000,0.00,
-0.10830001250,0.00,
-0.10828000000,0.00,
-0.10826000000,0.00,
-0.10824001250,0.00,
-0.10822000000,0.00,
-0.10820000000,0.00,
-0.10818000000,0.00,
-0.10816000000,0.00,
-0.10814001250,0.00,
-0.10812000000,-0.20000,
-0.10810000000,0.00,
-0.10808001250,0.00,
-0.10806000000,0.00,
-0.10804000000,0.00,
-0.10802001250,0.00,
-0.10800000000,0.00,
-0.10798000000,0.00,
-0.10796000000,0.00,
-0.10794000000,0.00,
-0.10792000000,-0.20000,
-0.10790000000,0.00,
-0.10788000000,0.00,
-0.10786001250,0.00,
-0.10784000000,-0.20000,
-0.10782000000,0.00,
-0.10780000000,0.00,
-0.10778000000,0.00,
-0.10776000000,0.00,
-0.10774000000,0.00,
-0.10772000000,0.00,
-0.10770000000,0.00,
-0.10768000000,0.00,
-0.10766000000,0.00,
-0.10764000000,0.00,
-0.10762000000,0.00,
-0.10760000000,0.00,
-0.10758000000,0.00,
-0.10756000000,0.00,
-0.10754000000,0.00,
-0.10752000000,0.00,
-0.10750000000,0.00,
-0.10748000000,0.00,
-0.10746000000,0.00,
-0.10744000000,0.00,
-0.10742000000,0.00,
-0.10740000000,-0.20000,
-0.10738000000,0.00,
-0.10736000000,0.00,
-0.10734000000,0.00,
-0.10732000000,0.00,
-0.10730000000,0.00,
-0.10728000000,-0.20000,
-0.10726000000,0.00,
-0.10724001250,-0.20000,
-0.10722000000,0.00,
-0.10720000000,0.00,
-0.10718000000,-0.20000,
-0.10716000000,0.00,
-0.10714000000,0.00,
-0.10712000000,0.00,
-0.10710000000,0.00,
-0.10708000000,-0.20000,
-0.10706000000,0.00,
-0.10704000000,0.00,
-0.10702000000,0.00,
-0.10700001250,0.00,
-0.10698001250,0.00,
-0.10696000000,0.00,
-0.10694001250,0.00,
-0.10692001250,0.00,
-0.10690001250,0.00,
-0.10688001250,0.00,
-0.10686001250,0.00,
-0.10684001250,0.00,
-0.10682001250,0.00,
-0.10680000000,0.00,
-0.10678001250,0.00,
-0.10676001250,0.00,
-0.10674000000,0.00,
-0.10672001250,0.00,
-0.10670001250,0.00,
-0.10668000000,0.00,
-0.10666001250,0.20000,
-0.10664001250,0.00,
-0.10662001250,0.00,
-0.10660001250,0.00,
-0.10658001250,0.00,
-0.10656001250,0.00,
-0.10654001250,0.00,
-0.10652000000,0.00,
-0.10650001250,0.00,
-0.10648001250,0.00,
-0.10646000000,0.00,
-0.10644001250,0.00,
-0.10642001250,0.00,
-0.10640000000,0.00,
-0.10638001250,0.00,
-0.10636001250,0.00,
-0.10634000000,0.00,
-0.10632001250,0.00,
-0.10630001250,0.00,
-0.10628001250,0.00,
-0.10626001250,0.00,
-0.10624001250,0.00,
-0.10622001250,0.00,
-0.10620001250,0.00,
-0.10618000000,0.00,
-0.10616001250,0.00,
-0.10614001250,0.00,
-0.10612000000,-0.20000,
-0.10610001250,0.00,
-0.10608001250,-0.20000,
-0.10606000000,0.00,
-0.10604001250,0.00,
-0.10602001250,0.20000,
-0.10600000000,0.00,
-0.10598001250,0.00,
-0.10596000000,0.00,
-0.10594001250,0.00,
-0.10592001250,0.00,
-0.10590000000,0.00,
-0.10588001250,0.00,
-0.10586001250,-0.20000,
-0.10584000000,0.00,
-0.10582001250,0.00,
-0.10580000000,0.00,
-0.10578000000,-0.20000,
-0.10576001250,0.00,
